,type,title,district,price,area,bedroom,bathroom,incense,link
175,Chung cư/ Căn hộ,Bán Căn Hộ Chung Cư Dragon Hill Phước Kiển Đường Nguyễn Hữu Thọ Huyện Nhà Bè tầng 15 view đẹp thoáng mát,H.Nhà Bè,"2,4 tỷ","71,0m²",2,2,Nam,https://propzy.vn/mua/ban-can-ho-chung-cu-dragon-hill-phuoc-kien-duong-nguyen-huu-tho-huyen-nha-be-tang-15-view-dep-thoang-mat-id107099
176,Chung cư/ Căn hộ,"Bán căn hộ, 3 phòng ngủ 118m2, chung cư TDH Phước Bình, lầu 9 - quận 9.",Q.9,3 tỷ,"118,0m²",3,3,T.Bắc,https://propzy.vn/mua/ban-can-ho-3-phong-ngu-118m2-chung-cu-tdh-phuoc-binh-lau-9-quan-9-id106604
177,Chung cư/ Căn hộ,Bán Căn Hộ Chung Cư  Nguyễn Biểu Quận5,Q.5,"2,4 tỷ","48,4m²",2,1,T.Nam,https://propzy.vn/mua/ban-can-ho-chung-cu-nguyen-bieu-quan5-id107003
178,Chung cư/ Căn hộ,"BÁN CĂN HỘ CHUNG CƯ 1A-1B NGUYỄN ĐÌNH CHIỂU, P. ĐA KAO, QUẬN 1.",Q.1,"2,2 tỷ","41,2m²",2,1,T.Bắc,https://propzy.vn/mua/ban-can-ho-chung-cu-1a-1b-nguyen-dinh-chieu-p-da-kao-quan-1-id106982
179,Chung cư/ Căn hộ,"Cần bán căn hộ quận 4 - Căn hộ kiểu studio duplex, tầng thấp Masteri Millennium",Q.4,"3,7 tỷ","42,0m²",1,1,--,https://propzy.vn/mua/can-ban-can-ho-quan-4-can-ho-kieu-studio-duplex-tang-thap-masteri-millennium-id106871
180,Chung cư/ Căn hộ,"Bán căn hộ chung cư Citi Soho, quận 2. Nhà trống, sắp nhận bàn giao.",Q.2,"1,645 tỷ","60,0m²",2,2,Đ.Bắc,https://propzy.vn/mua/ban-can-ho-chung-cu-citi-soho-quan-2-nha-trong-sap-nhan-ban-giao-id106739
181,Chung cư/ Căn hộ,"Cần bán gấp căn hộ chung cư C3, đường Man Thiện, phường Hiệp Phú, Quận 9",Q.9,"1,75 tỷ","72,8m²",2,1,T.Nam,https://propzy.vn/mua/can-ban-gap-can-ho-chung-cu-c3-duong-man-thien-phuong-hiep-phu-quan-9-id106697
182,Chung cư/ Căn hộ,Bán Chung Cư Căn Hộ HQC-Đường Nguyễn Văn Linh-Huyện Bình Chánh-Tầng trệt-Thích hợp kinh doanh văn phòng-cafe,H.Bình Chánh,"4,5 tỷ","118,6m²",0,2,Bắc,https://propzy.vn/mua/ban-chung-cu-can-ho-hqc-duong-nguyen-van-linh-huyen-binh-chanh-tang-tret-thich-hop-kinh-doanh-van-phong-cafe-id106646
183,Chung cư/ Căn hộ,Bán Căn Hộ Chung Cư 78 Kinh  Dương Vương - Quận 6 - Tầng Trệt - Gân chợ,Q.6,"3,5 tỷ","71,5m²",3,1,Tây,https://propzy.vn/mua/ban-can-ho-chung-cu-78-kinh-duong-vuong-quan-6-tang-tret-gan-cho-id106625
184,Chung cư/ Căn hộ, Bán Căn Hộ Chung Cư Sư Vạn Hạnh - Quận 5,Q.5,"2,35 tỷ","78,2m²",2,1,T.Nam,https://propzy.vn/mua/ban-can-ho-chung-cu-su-van-hanh-quan-5-id106649
185,Chung cư/ Căn hộ,BÁN CĂN HỘ HOÀNG ANH GOLD HOUSE HUYỆN NHÀ BÈ Đường Lê Văn Lương Phước Kiển-Khu dân cư tri thức,H.Nhà Bè,"2,55 tỷ","102,6m²",3,2,Đ.Nam,https://propzy.vn/mua/ban-can-ho-hoang-anh-gold-house-huyen-nha-be-duong-le-van-luong-phuoc-kien-khu-dan-cu-tri-thuc-id106301
186,Chung cư/ Căn hộ,Bán Căn Hộ Chung Cư Dragon Hill Đường Nguyễn Hữu Thọ Huyện Nhà Bè tầng 3 view đẹp thoáng mát,H.Nhà Bè,"2,75 tỷ","86,0m²",2,2,Nam,https://propzy.vn/mua/ban-can-ho-chung-cu-dragon-hill-duong-nguyen-huu-tho-huyen-nha-be-tang-3-view-dep-thoang-mat-id106383
187,Chung cư/ Căn hộ,Bán gấp 2 căn hộ officetel liền nhau GARDEN GATE 60m2,Q.Phú Nhuận,"4,2 tỷ","60,0m²",2,1,--,https://propzy.vn/mua/ban-gap-2-can-ho-officetel-lien-nhau-garden-gate-60m2-id106255
188,Chung cư/ Căn hộ,Bán căn hộ chung cư Lý Thường Kiệt - Sổ hồng chính chủ,Q.11,"2,1 tỷ","49,3m²",2,2,--,https://propzy.vn/mua/ban-can-ho-chung-cu-ly-thuong-kiet-so-hong-chinh-chu-id106061
189,Chung cư/ Căn hộ,Chung cư căn hộ THE FLEMINGTON Quận 11 Sổ hồng riêng,Q.11,"4,95 tỷ","116,9m²",2,2,--,https://propzy.vn/mua/chung-cu-can-ho-the-flemington-qua-n-11-so-hong-rieng-id106073
190,Chung cư/ Căn hộ,Bán Căn Hộ Chung Cư Him Lam Chợ Lớn - Quận 6 - Không gian sống hoàn hảo cho gia chủ,Q.6,"3,4 tỷ","90,7m²",2,2,Tây,https://propzy.vn/mua/ban-can-ho-chung-cu-him-lam-cho-lon-quan-6-khong-gian-song-hoan-hao-cho-gia-chu-id106106
191,Chung cư/ Căn hộ,Căn hộ tầng 9 chung cư Him Lam Nam Khánh phường 5 Quận 8,Q.8,"2,8 tỷ","91,9m²",2,2,--,https://propzy.vn/mua/can-ho-tang-9-chung-cu-him-lam-nam-khanh-phuong-5-quan-8-id105905
192,Chung cư/ Căn hộ,"Bán căn hộ Oriental Plaza Quận Tân Phú tầng cao, full nội thất",Q.Tân Phú,"2,85 tỷ","78,0m²",2,2,--,https://propzy.vn/mua/ban-can-ho-oriental-plaza-quan-tan-phu-tang-cao-full-noi-that-id105914
193,Chung cư/ Căn hộ,Căn hộ 2 phòng ngủ tầng cao The Gold View quận 4,Q.4,"3,4 tỷ","57,0m²",2,1,--,https://propzy.vn/mua/can-ho-2-phong-ngu-tang-cao-the-gold-view-quan-4-id105857
194,Chung cư/ Căn hộ,Bán căn hộ Tây Thạnh Quận Tân Phú.,Q.Tân Phú,"1,7 tỷ","70,6m²",2,2,Đ.Nam,https://propzy.vn/mua/ban-can-ho-tay-thanh-quan-tan-phu-id105674
195,Chung cư/ Căn hộ,Bán căn hộ chung cư 85-87 Hòa Hưng - Sổ hồng riêng chính chủ,Q.10,"2,55 tỷ","63,0m²",2,2,--,https://propzy.vn/mua/ban-can-ho-chung-cu-85-87-hoa-hung-so-hong-rieng-chinh-chu-id105794
196,Chung cư/ Căn hộ,Bán căn hộ chung cư cao cấp RiverPark quận 7 - Khu dân cư nhiều tiện ích,Q.7,"6,7 tỷ","126,2m²",3,2,Bắc,https://propzy.vn/mua/ban-can-ho-chung-cu-cao-cap-riverpark-quan-7-khu-dan-cu-nhieu-tien-ich-id105743
197,Chung cư/ Căn hộ,Bán căn hộ chung cư Võ Đình Quận 12 - Diện tích 83.5m2.,Q.12,"1,85 tỷ","83,5m²",2,2,--,https://propzy.vn/mua/ban-can-ho-chung-cu-vo-dinh-quan-12-dien-tich-83-5m2-id105689
198,Chung cư/ Căn hộ,Bán chung cư Quận Tân Phú - Khu dân cư sầm uất.,Q.Tân Phú,"1,3 tỷ","43,6m²",1,1,--,https://propzy.vn/mua/ban-chung-cu-quan-tan-phu-khu-dan-cu-sam-uat-id105530
199,Chung cư/ Căn hộ,Bán căn hộ Officetel chung cư The Sun Avenue quận 2.,Q.2,"2,2 tỷ","42,8m²",0,1,--,https://propzy.vn/mua/ban-can-ho-officetel-chung-cu-the-sun-avenue-quan-2-id105500
200,Chung cư/ Căn hộ,"Chính chủ cần bán gấp căn hộ, full nội thất, 2 phòng ngủ, chung cư Ehome Đông Sài Gòn 2  - Quận 9.",Q.9,"1,5 tỷ","51,3m²",2,1,T.Nam,https://propzy.vn/mua/chinh-chu-can-ban-gap-can-ho-full-noi-that-2-phong-ngu-chung-cu-ehome-dong-sai-gon-2-quan-9-id105554
201,Chung cư/ Căn hộ,"Bán căn hộ 46m2 1PN 1WC căn hộ Ehome S, phường Phú Hữu - Quận 9",Q.9,"1,4 tỷ","46,0m²",1,1,Nam,https://propzy.vn/mua/ban-can-ho-46m2-1pn-1wc-can-ho-ehome-s-phuong-phu-huu-quan-9-id104942
202,Chung cư/ Căn hộ,Bán căn hộ 2 phòng ngủ The Tresor quận 4,Q.4,"4,25 tỷ","76,0m²",2,2,--,https://propzy.vn/mua/ban-can-ho-2-phong-ngu-the-tresor-quan-4-id105536
203,Chung cư/ Căn hộ,Bán căn hộ Celadon City Quận Tân Phú.,Q.Tân Phú,"3,3 tỷ","83,0m²",3,2,Đ.Nam,https://propzy.vn/mua/ban-can-ho-celadon-city-quan-tan-phu-id105338
204,Chung cư/ Căn hộ,Bán chung cư căn hộ Quận 11 - Sổ hồng chính chủ,Q.11,"2,55 tỷ","61,1m²",2,2,--,https://propzy.vn/mua/ban-chung-cu-can-ho-quan-11-so-hong-chinh-chu-id105326
205,Chung cư/ Căn hộ,Bán căn văn phòng Everrich hướng đông Bắc Quận 11,Q.11,"4,5 tỷ","109,9m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-can-van-phong-everrich-huong-dong-bac-quan-11-id105290
206,Chung cư/ Căn hộ,Bán căn hộ CC Dream Home Luxury Gò Vấp - nhận nhà ngay,Q.Gò Vấp,2 tỷ,"64,0m²",2,2,Đ.Nam,https://propzy.vn/mua/ban-can-ho-cc-dream-home-luxury-go-vap-nhan-nha-ngay-id105131
207,Chung cư/ Căn hộ,Bán căn hộ chung cư The CBD quận 2.,Q.2,"2,3 tỷ","65,0m²",2,2,--,https://propzy.vn/mua/ban-can-ho-chung-cu-the-cbd-quan-2-id104990
208,Chung cư/ Căn hộ,Bán căn hộ chung cư The Sun Avenue quận 2.,Q.2,"4,7 tỷ","96,0m²",3,2,--,https://propzy.vn/mua/ban-can-ho-chung-cu-the-sun-avenue-quan-2-id105008
209,Chung cư/ Căn hộ,Bán căn hộ Elora Mizuki Đường Nguyễn văn Linh Huyện Bình Chánh-Dân cư an ninh-thoáng mát,H.Bình Chánh,"2,885 tỷ","82,0m²",2,2,--,https://propzy.vn/mua/ban-can-ho-elora-mizuki-duong-nguyen-van-linh-huyen-binh-chanh-dan-cu-an-ninh-thoang-mat-id105074
210,Chung cư/ Căn hộ,"Bán gấp ShopHouse 1 trệt - 1 lầu, chung cư Đông Sài Gòn - Quận 9.",Q.9,"3,7 tỷ","120,0m²",4,2,T.Nam,https://propzy.vn/mua/ban-gap-shophouse-1-tret-1-lau-chung-cu-dong-sai-gon-quan-9-id105014
211,Chung cư/ Căn hộ,Bán căn hộ Celadon City Quận Tân Phú.,Q.Tân Phú,"2,85 tỷ","80,0m²",3,2,--,https://propzy.vn/mua/ban-can-ho-celadon-city-quan-tan-phu-id104816
212,Chung cư/ Căn hộ,"Chuyển nhượng hợp đồng cọc căn hộ 1+1 phòng ngủ, chung cư Hausbelo Phú Hữu Quận 9 Ezland",Q.9,216 triệu,"55,8m²",1,1,Tây,https://propzy.vn/mua/chuyen-nhuong-hop-dong-coc-can-ho-1-1-phong-ngu-chung-cu-hausbelo-phu-huu-quan-9-ezland-id104753
213,Chung cư/ Căn hộ,"Bán căn hộ 8X Đầm Sen quận Tân Phú, xung quanh nhiều tiện ích",Q.Tân Phú,"1,36 tỷ","45,0m²",1,1,--,https://propzy.vn/mua/ban-can-ho-8x-dam-sen-quan-tan-phu-xung-quanh-nhieu-tien-ich-id104633
214,Chung cư/ Căn hộ,"Bán căn hộ chung cư The Vista An Phú, quận 2.",Q.2,"5,7 tỷ","157,9m²",4,4,--,https://propzy.vn/mua/ban-can-ho-chung-cu-the-vista-an-phu-quan-2-id104618
215,Chung cư/ Căn hộ,"Bán căn hộ chung cư The CBD phường Thạnh Mỹ Lợi, quận 2. Đầy đủ nội thất, dọn vào ở ngay.",Q.2,"3,7 tỷ","120,3m²",4,3,--,https://propzy.vn/mua/ban-can-ho-chung-cu-the-cbd-phuong-thanh-my-loi-quan-2-day-du-noi-that-don-vao-o-ngay-id104636
216,Đất nền,"Bán đất nền hẻm xe tải 8m P. Bình Trị Đông A, Bình Tân - Thuận tiện xây mới hoặc đầu tư",Q.Bình Tân,"4,7 tỷ","79,0m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-nen-hem-xe-tai-8m-p-binh-tri-dong-a-binh-tan-thuan-tien-xay-moi-hoac-dau-tu-id112124?src=location_xl_listing
217,Đất nền,"Bán đất nền HXT rộng 6m, P. Bình Hưng Hòa B, Bình Tân - Thuận tiện xây dựng mới",Q.Bình Tân,"5,25 tỷ","104,8m²",0,0,Bắc,https://propzy.vn/mua/ban-dat-nen-hxt-rong-6m-p-binh-hung-hoa-b-binh-tan-thuan-tien-xay-dung-moi-id111320?src=location_xl_listing
218,Đất nền,"Bán lô đất nở hậu, hẻm ô tô, trung tâm phường Tăng Nhơn Phú B - Quận 9.",Q.9,"3,9 tỷ","60,6m²",0,0,T.Bắc,https://propzy.vn/mua/ban-lo-dat-no-hau-hem-o-to-trung-tam-phuong-tang-nhon-phu-b-quan-9-id110390?src=location_xl_listing
219,Đất nền,Chính chủ bán lô đất nền huyện Hóc Môn- Sổ hồng riêng chính chủ- Mặt tiền đường nội bộ trải nhựa rộng 12m,H.Hóc Môn,"3,3 tỷ","74,5m²",0,0,T.Bắc,https://propzy.vn/mua/chinh-chu-ban-lo-dat-nen-huyen-hoc-mon-so-hong-rieng-chinh-chu-mat-tien-duong-noi-bo-trai-nhua-rong-12m-id110264?src=location_xl_listing
220,Đất nền,Chính chủ cần bán lô đất nền huyện Hóc Môn- Mặt tiền đường nhựa rộng 7m,H.Hóc Môn,11 tỷ,"543,9m²",0,0,Đ.Nam,https://propzy.vn/mua/chinh-chu-can-ban-lo-dat-nen-huyen-hoc-mon-mat-tien-duong-nhua-rong-7m-id108932?src=location_xl_listing
221,Đất nền,Bán đất nền  Đường Bà Hom Quận 6 - Nhà thích hợp mua để xây dựng lại - Gần chợ và siêu thị,Q.6,18 tỷ,"220,0m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-nen-duong-ba-hom-quan-6-nha-thich-hop-mua-de-xay-dung-lai-gan-cho-va-sieu-thi-id107480?src=location_xl_listing
222,Đất nền,"Bán đất nền 53,9m2  KDC Thái Dương Xanh Luxury gần chợ Long Trường - Quận 9",Q.9,"2,48 tỷ","53,9m²",0,0,Bắc,https://propzy.vn/mua/ban-dat-nen-53-9m2-kdc-thai-duong-xanh-luxury-gan-cho-long-truong-quan-9-id106811?src=location_xl_listing
223,Đất nền,"Bán đất nền ven sông 56m2 hẻm thông xe ô tô, phường Long Phước - Quận 9.",Q.9,"2,05 tỷ","56,0m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-nen-ven-song-56m2-hem-thong-xe-o-to-phuong-long-phuoc-quan-9-id103700?src=location_xl_listing
224,Đất nền,Đất hẻm ô tô ngay trường THCS Long Trường,Q.9,"4,3 tỷ","113,8m²",0,0,Đ.Nam,https://propzy.vn/mua/dat-hem-o-to-ngay-truong-thcs-long-truong-id102905?src=location_xl_listing
225,Đất nền,Bán lô đất nền huyện Hóc Môn- hẻm bê tông đường Nguyễn Ảnh Thủ,H.Hóc Môn,"4,37 tỷ","94,9m²",0,0,Nam,https://propzy.vn/mua/ban-lo-dat-nen-huyen-hoc-mon-hem-be-tong-duong-nguyen-anh-thu-id102209?src=location_xl_listing
226,Đất nền,"Bán lô đất gần Trung Tâm Y Tế Trường Thạnh, Quận 9.",Q.9,"2,55 tỷ","60,9m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-lo-dat-gan-trung-tam-y-te-truong-thanh-quan-9-id97370?src=location_xl_listing
227,Đất nền,Bán lô đất nền huyện Hóc Môn- Mặt tiền đường nhựa thông thoáng rộng 10m,H.Hóc Môn,"12,345 tỷ","823,0m²",0,0,T.Nam,https://propzy.vn/mua/ban-lo-dat-nen-huyen-hoc-mon-mat-tien-duong-nhua-thong-thoang-rong-10m-id98885?src=location_xl_listing
228,Đất nền,"Bán đất nền mặt tiền 20m, hướng Tây Nam, phường 15, Tân Bình",Q.Tân Bình,"13,5 tỷ","112,3m²",0,0,T.Nam,https://propzy.vn/mua/ban-dat-nen-mat-tien-20m-huong-tay-nam-phuong-15-tan-binh-id98738?src=location_xl_listing
229,Đất nền,Bán lô đất nền huyện Hóc Môn- cách MT đường Song Hành QL22 400m,H.Hóc Môn,34 tỷ,"4.944,6m²",0,0,T.Bắc,https://propzy.vn/mua/ban-lo-dat-nen-huyen-hoc-mon-cach-mt-duong-song-hanh-ql22-400m-id96155?src=location_xl_listing
230,Đất nền,Bán Đất Hẻm Xe Hơi 4.5m Ngay trung Tâm Thị Trấn Huyện Nhà Bè-Đường Huỳnh Tấn Phát Hẻm thông-Gần Ngân Hàng-Sổ Hồng chính chủ,H.Nhà Bè,"3,8 tỷ","116,5m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-hem-xe-hoi-4-5m-ngay-trung-tam-thi-tran-huyen-nha-be-duong-huynh-tan-phat-hem-thong-gan-ngan-hang-so-hong-chinh-chu-id95558?src=location_xl_listing
231,Đất nền,"Chính chủ bán đất nền hẻm 1 sẹc phường Cát Lái, quận 2. Giao dịch nhanh chóng, sang tên ngay.",Q.2,"4,6 tỷ","97,8m²",0,0,Đ.Bắc,https://propzy.vn/mua/chinh-chu-ban-dat-nen-hem-1-sec-phuong-cat-lai-quan-2-giao-dich-nhanh-chong-sang-ten-ngay-id90518?src=location_xl_listing
232,Đất nền,Bán đất nền Quận 12 - Cách đường Tô Ngọc Vân 850m,Q.12,"2,73 tỷ","61,2m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-dat-nen-quan-12-cach-duong-to-ngoc-van-850m-id89536?src=location_xl_listing
233,Đất nền,"Bán lô đất gần khu dân cư Trường Lưu, phường Long Trường Quận 9.",Q.9,"2,45 tỷ","52,8m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-lo-dat-gan-khu-dan-cu-truong-luu-phuong-long-truong-quan-9-id88354?src=location_xl_listing
234,Đất nền,Bán đất nền Đường số 6m đường rộng thông thoáng Huyện Bình Chánh -Sổ hồng chính chủ -pháp lý minh bạch-rõ ràng,H.Bình Chánh,"6,5 tỷ","100,0m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-nen-duong-so-6m-duong-rong-thong-thoang-huyen-binh-chanh-so-hong-chinh-chu-phap-ly-minh-bach-ro-rang-id83470?src=location_xl_listing
235,Đất nền,Bán đất nền Đường số 6m đường rộng thông thoáng Huyện Bình Chánh -Sổ hồng chính chủ -pháp lý minh bạch-rõ ràng,H.Bình Chánh,"6,5 tỷ","100,0m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-nen-duong-so-6m-duong-rong-thong-thoang-huyen-binh-chanh-so-hong-chinh-chu-phap-ly-minh-bach-ro-rang-id83464?src=location_xl_listing
236,Đất nền,"Bán đất nền Quận Gò Vấp - Hẻm xe hơi, khu dân hiện hữu",Q.Gò Vấp,"4,65 tỷ","72,0m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-dat-nen-quan-go-vap-hem-xe-hoi-khu-dan-hien-huu-id83083?src=location_xl_listing
237,Đất nền,"Đất nền hẻm xe hơi 55,5m2 ngay chợ Long Phước",Q.9,"2,3 tỷ","55,5m²",0,0,Bắc,https://propzy.vn/mua/dat-nen-hem-xe-hoi-55-5m2-ngay-cho-long-phuoc-id68641?src=location_xl_listing
238,Đất nền,Bán đất hẻm xe hơi di chuyển Quận 12,Q.12,"3,5 tỷ","80,4m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-hem-xe-hoi-di-chuyen-quan-12-id112772
239,Đất nền,"Bán lô đất 56m2 mặt tiền đường nội bộ 8m, phường Phú Hữu - Quận 9.",Q.9,"2,9 tỷ","56,0m²",0,0,T.Nam,https://propzy.vn/mua/ban-lo-dat-56m2-mat-tien-duong-noi-bo-8m-phuong-phu-huu-quan-9-id112628
240,Đất nền,"Bán đất nền phường Cát Lái, quận 2. Nền đất vuông vức thuộc khu dân cư Cát Lái.",Q.2,"4,6 tỷ","100,0m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-nen-phuong-cat-lai-quan-2-nen-dat-vuong-vuc-thuoc-khu-dan-cu-cat-lai-id112658
241,Đất nền,Bán lô đất nền khu dân cư gần khu du lịch BCR- phường Trường Thạnh,Q.9,"3,25 tỷ","82,3m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-lo-dat-nen-khu-dan-cu-gan-khu-du-lich-bcr-phuong-truong-thanh-id112469
242,Đất nền,"1Bán đất nền Quận Gò Vấp - Hẻm xe hơi 3.7m - Khu an ninh, yên tĩnh",Q.Gò Vấp,"3,7 tỷ","37,4m²",0,0,T.Nam,https://propzy.vn/mua/1ban-dat-nen-quan-go-vap-hem-xe-hoi-3-7m-khu-an-ninh-yen-tinh-id112580
243,Đất nền,Bán nhà nát thuận tiện xây mới xã Trung Chánh- huyện Hóc Môn,H.Hóc Môn,"4,5 tỷ","136,1m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-nha-nat-thuan-tien-xay-moi-xa-trung-chanh-huyen-hoc-mon-id112613
244,Đất nền,"Đất nền HXT rộng 10m, P. Bình Hưng Hòa, Bình Tân - Thuận tiện xây dựng mới",Q.Bình Tân,"4,5 tỷ","53,5m²",0,0,T.Nam,https://propzy.vn/mua/dat-nen-hxt-rong-10m-p-binh-hung-hoa-binh-tan-thuan-tien-xay-dung-moi-id112565
245,Đất nền,"Bán đất nền 170,4m2 mặt tiền đường nội bộ 10m Bưng Ông Thoàn quận 9, sổ hồng riêng chính chủ.",Q.9,"5,452 tỷ","170,4m²",0,0,T.Nam,https://propzy.vn/mua/ban-dat-nen-170-4m2-mat-tien-duong-noi-bo-10m-bung-ong-thoan-quan-9-so-hong-rieng-chinh-chu-id111938
246,Đất nền,"Bán lô đất dự án 81,7m2, mặt tiền đường nội bộ rộng 8m, phường Phú Hữu - Quận 9",Q.9,"3,513 tỷ","81,7m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-lo-dat-du-an-81-7m2-mat-tien-duong-noi-bo-rong-8m-phuong-phu-huu-quan-9-id111962
247,Đất nền,"Bán nhà nát Quận 12 - Cách đường Trường Chinh 80m, Ngã tư An Sương 380m",Q.12,2 tỷ,"39,0m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-nha-nat-quan-12-cach-duong-truong-chinh-80m-nga-tu-an-suong-380m-id112421
248,Đất nền,"Bán đất hẻm an ninh, đường số 2, phường Trường Thọ, Quận Thủ Đức",Q.Thủ Đức,"4,1 tỷ","114,7m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-dat-hem-an-ninh-duong-so-2-phuong-truong-tho-quan-thu-duc-id112292
249,Đất nền,"Bán đất hẻm xe hơi thông thoáng, phường Linh Tây, Quận Thủ Đức - Cách đại lộ Phạm Văn Đồng 100m",Q.Thủ Đức,"3,2 tỷ","79,6m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-hem-xe-hoi-thong-thoang-phuong-linh-tay-quan-thu-duc-cach-dai-lo-pham-van-dong-100m-id112280
250,Đất nền,Bán lô đất thổ cư mặt tiền đường nhựa lớn Quận 12 - 5 phút tới cầu Phú Long,Q.12,4 tỷ,"94,8m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-lo-dat-tho-cu-mat-tien-duong-nhua-lon-quan-12-5-phut-toi-cau-phu-long-id112325
251,Đất nền,Bán lô đất mặt tiền đường thông ra đường Song Hành Xa Lộ Hà Nội- đường trải nhựa rộng 12m,Q.9,32 tỷ,"436,0m²",0,0,Tây,https://propzy.vn/mua/ban-lo-dat-mat-tien-duong-thong-ra-duong-song-hanh-xa-lo-ha-noi-duong-trai-nhua-rong-12m-id112316
252,Đất nền,Bán đất nền Quận Gò Vấp - Đường nhựa 4.5m - Khu an ninh,Q.Gò Vấp,"6,8 tỷ","105,8m²",0,0,T.Nam,https://propzy.vn/mua/ban-dat-nen-quan-go-vap-duong-nhua-4-5m-khu-an-ninh-id112310
253,Đất nền,Bán đất mặt tiền đường 8m xã Phạm Văn Hai huyện Bình Chánh,H.Bình Chánh,"3,77 tỷ","129,8m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-mat-tien-duong-8m-xa-pham-van-hai-huyen-binh-chanh-id111875
254,Đất nền,Bán đất nền Quận Gò Vấp - Đường nhựa 6.2m - Khu dân cư đông đúc,Q.Gò Vấp,"4,5 tỷ","53,0m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-nen-quan-go-vap-duong-nhua-6-2m-khu-dan-cu-dong-duc-id111788
255,Đất nền,Bán đất nền Bình Chánh,H.Bình Chánh,"2,05 tỷ","142,1m²",0,0,Đông,https://propzy.vn/mua/ban-dat-nen-binh-chanh-id111734
256,Đất nền,"Bán đất mặt tiền đường Quận 12 - Diện tích lớn, khu vực nhiều tiện ích",Q.12,160 tỷ,"6.270,0m²",0,0,Nam,https://propzy.vn/mua/ban-dat-mat-tien-duong-quan-12-dien-tich-lon-khu-vuc-nhieu-tien-ich-id111632
257,Đất nền,"Bán đất hẻm xe hơi, đường số 11, phường Trường Thọ, Quận Thủ Đức",Q.Thủ Đức,"3,8 tỷ","70,3m²",0,0,T.Nam,https://propzy.vn/mua/ban-dat-hem-xe-hoi-duong-so-11-phuong-truong-tho-quan-thu-duc-id111464
258,Đất nền,"Bán đất nền phường Bình An, quận 2. Khu dân cư hiện hữu.",Q.2,"15,5 tỷ","135,8m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-dat-nen-phuong-binh-an-quan-2-khu-dan-cu-hien-huu-id111554
259,Đất nền,"Bán đất nền hẻm xe hơi 4m P. Bình Trị Đông A, Bình Tân - Gần chợ Lê Văn Quới",Q.Bình Tân,"4,88 tỷ","72,5m²",0,0,T.Bắc,https://propzy.vn/mua/ban-dat-nen-hem-xe-hoi-4m-p-binh-tri-dong-a-binh-tan-gan-cho-le-van-quoi-id111245
260,Đất nền,"Bán gấp lô đất 2 mặt hẻm thông thoáng, ngay đường số 1, phường Tam Phú, Quận Thủ Đức",Q.Thủ Đức,"9,135 tỷ","261,0m²",0,0,Đ.Bắc,https://propzy.vn/mua/ban-gap-lo-dat-2-mat-hem-thong-thoang-ngay-duong-so-1-phuong-tam-phu-quan-thu-duc-id111089
261,Đất nền,"Bán đất nền hẻm xe hơi P. Bình Hưng Hòa B, quận Bình Tân - Thuận tiện đầu tư hoặc xây mới",Q.Bình Tân,"3,5 tỷ","58,3m²",0,0,Đ.Nam,https://propzy.vn/mua/ban-dat-nen-hem-xe-hoi-p-binh-hung-hoa-b-quan-binh-tan-thuan-tien-dau-tu-hoac-xay-moi-id110990
262,Đất nền,"Bán lô đất mặt tiền nội bộ rộng 8m, gần khu nhà ở Thịnh Vượng, Phường Long Thạnh Mỹ - quận 9.",Q.9,"3,7 tỷ","57,4m²",0,0,Nam,https://propzy.vn/mua/ban-lo-dat-mat-tien-noi-bo-rong-8m-gan-khu-nha-o-thinh-vuong-phuong-long-thanh-my-quan-9-id110831
263,Đất nền,"Bán lô đất lớn, vị trí góc 2 mặt đường rộng 10m, phường Phú Hữu - Quận 9",Q.9,"12,732 tỷ","424,4m²",0,0,T.Nam,https://propzy.vn/mua/ban-lo-dat-lon-vi-tri-goc-2-mat-duong-rong-10m-phuong-phu-huu-quan-9-id110885
